Model,Accuracy,Balanced Accuracy,Precision,Recall,F1,ROC-AUC
Soft Voting Ensemble (LR+RF+GB),0.6828249818445897,0.6792864269302359,0.6383495145631068,0.6491155902920609,0.6436875382418927,0.7474448165533829
